2,-1,9,0,-2,0,70,2,0
2,-1,9,4,4,0,1,3,0
1,0,14,9,0,0,1,3,0
3,2,24,10,0,0,1,1,0
3,0,20,6,4,0,2,3,0
2,-1,9,4,3,0,6,1,0
2,-1,9,16,0,0,1,1,0
2,-1,9,17,0,0,1,2,0
2,-1,9,18,0,0,3,3,0
1,0,14,18,5,0,3,1,0
3,1,21,20,3,0,0.5,0.5,0
3,2,24,15,8,0,1,1,0
3,2,24,20,6,0,1,1,0
2,-1,9,15,7,0,2,1,0
2,-1,9,16,6,0,1,1,0
2,-1,9,13,3,0,3,1,0
3,1,22,16,11,0,0.5,0.5,0
3,4,29,3,0,0,1,1,0
2,-1,9,0,0,0,1,13,0
3,1,21,9,4,0,0.5,0.5,0
2,-1,9,21,0,0,1,13,0
2,-1,9,1,12,0,20,1,0
3,4,27,14,9,0,1,1,0
0,-1,0,1,0,0,1,1.5,0
