2,-1,9,0,-2,0.000000,70.000000,2.000000,0.000000
2,-1,9,0,0,0.000000,1.000000,20.000000,0.000000
2,-1,9,31,0,0.000000,1.000000,20.000000,0.000000
1,0,14,5,2,0.000000,3.000000,1.000000,0.000000
3,2,24,7,3,0.000000,1.000000,1.000000,0.000000
2,-1,9,1,2,0.000000,2.000000,2.000000,0.000000
1,0,14,11,8,0.000000,5.000000,1.000000,0.000000
2,-1,9,9,0,0.000000,10.000000,1.000000,0.000000
1,0,14,13,1,0.000000,1.000000,3.000000,0.000000
3,2,24,14,1,0.000000,1.000000,1.000000,0.000000
3,2,24,14,9,0.000000,1.000000,1.000000,0.000000
3,2,24,12,9,0.000000,1.000000,1.000000,0.000000
3,0,20,28,5,0.000000,2.000000,3.000000,0.000000
2,-1,9,20,5,0.000000,2.000000,1.000000,0.000000
2,-1,9,19,0,0.000000,7.000000,2.000000,0.000000
2,-1,9,26,0,0.000000,5.000000,5.000000,0.000000
3,2,24,21,6,0.000000,1.000000,1.000000,0.000000
3,1,21,1,4,0.000000,0.500000,0.500000,0.000000
2,-1,9,20,4,0.000000,1.000000,1.000000,0.000000
3,1,22,14,12,0.000000,0.500000,0.500000,0.000000
4,19,13,93,1,0.000000,3.000000,1.000000,0.000000
4,19,13,84,3,0.000000,3.000000,1.000000,0.000000
2,-1,9,10,4,0.000000,8.000000,2.000000,0.000000
3,1,21,21,4,0.000000,0.500000,0.500000,0.000000
3,3,25,15,6,0.000000,3.000000,1.000000,0.000000
3,4,26,25,2,0.000000,1.000000,1.000000,0.000000
3,4,29,5,0,0.000000,1.000000,1.000000,0.000000
3,4,26,8,4,0.000000,1.000000,1.000000,0.000000
0,-1,0,3,0,0.000000,1.000000,1.500000,0.000000
3,2,24,5,3,0.000000,1.000000,1.000000,0.000000
