2,-1,9,0,-2,0.000000,70.000000,2.000000,0.000000
2,-1,9,0,0,0.000000,1.000000,20.000000,0.000000
2,-1,9,44,0,0.000000,1.000000,20.000000,0.000000
2,-1,9,1,6,0.000000,4.000000,2.000000,0.000000
1,0,14,1,11,0.000000,3.000000,1.000000,0.000000
2,-1,9,4,8,0.000000,1.000000,2.000000,0.000000
3,2,24,2,12,0.000000,1.000000,1.000000,0.000000
2,-1,9,8,9,0.000000,3.000000,2.000000,0.000000
2,-1,9,4,3,0.000000,5.000000,1.000000,0.000000
3,3,25,4,4,0.000000,5.000000,1.000000,0.000000
3,2,24,9,11,0.000000,1.000000,1.000000,0.000000
2,-1,9,12,11,0.000000,1.000000,4.000000,0.000000
2,-1,9,17,2,0.000000,2.000000,10.000000,0.000000
2,-1,9,19,10,0.000000,8.000000,2.000000,0.000000
3,2,24,15,3,0.000000,1.000000,1.000000,0.000000
2,-1,9,13,4,0.000000,1.000000,1.000000,0.000000
2,-1,9,16,5,0.000000,1.000000,1.000000,0.000000
2,-1,9,13,7,0.000000,1.000000,1.000000,0.000000
2,-1,9,16,9,0.000000,1.000000,1.000000,0.000000
2,-1,9,18,15,0.000000,1.000000,3.000000,0.000000
3,2,24,19,16,0.000000,1.000000,1.000000,0.000000
3,2,24,22,16,0.000000,1.000000,1.000000,0.000000
2,-1,9,19,2,0.000000,7.000000,1.000000,0.000000
2,-1,9,31,7,0.000000,1.000000,4.000000,0.000000
2,-1,9,32,7,0.000000,1.000000,3.000000,0.000000
2,-1,9,33,7,0.000000,1.000000,2.000000,0.000000
2,-1,9,30,7,0.000000,1.000000,5.000000,0.000000
2,-1,9,34,7,0.000000,1.000000,1.000000,0.000000
2,-1,9,35,2,0.000000,3.000000,3.000000,0.000000
1,0,14,35,7,0.000000,4.000000,1.000000,0.000000
3,2,24,36,5,0.000000,1.000000,1.000000,0.000000
2,-1,9,38,2,0.000000,1.000000,5.000000,0.000000
2,-1,9,33,2,0.000000,2.000000,2.000000,0.000000
2,-1,9,31,2,0.000000,2.000000,1.000000,0.000000
2,-1,9,26,2,0.000000,5.000000,1.000000,0.000000
1,0,14,29,3,0.000000,1.000000,4.000000,0.000000
3,0,19,21,3,0.000000,2.000000,3.000000,0.000000
2,-1,9,11,2,0.000000,2.000000,9.000000,0.000000
2,-1,9,29,7,0.000000,1.000000,5.000000,0.000000
2,-1,9,39,2,0.000000,3.000000,6.000000,0.000000
2,-1,9,42,8,0.000000,2.000000,2.000000,0.000000
2,-1,9,11,14,0.000000,1.000000,1.000000,0.000000
2,-1,9,22,13,0.000000,1.000000,2.000000,0.000000
2,-1,9,21,15,0.000000,3.000000,1.000000,0.000000
2,-1,9,1,19,0.000000,43.000000,1.000000,0.000000
2,-1,9,27,8,0.000000,1.000000,1.000000,0.000000
3,2,24,28,3,0.000000,1.000000,1.000000,0.000000
2,-1,9,28,7,0.000000,1.000000,2.000000,0.000000
2,-1,9,29,12,0.000000,1.000000,4.000000,0.000000
3,4,27,7,12,0.000000,1.000000,1.000000,0.000000
3,4,29,9,0,0.000000,1.000000,1.000000,0.000000
3,1,21,10,7,0.000000,0.500000,0.500000,0.000000
2,-1,9,13,13,0.000000,2.000000,1.000000,0.000000
2,-1,9,12,16,0.000000,2.000000,3.000000,0.000000
3,1,21,40,12,0.000000,0.500000,0.500000,0.000000
1,0,14,19,15,0.000000,2.000000,1.000000,0.000000
2,-1,9,26,9,0.000000,1.000000,1.000000,0.000000
0,-1,0,1,8,0.000000,1.000000,1.500000,0.000000
1,0,14,13,2,0.000000,4.000000,1.000000,0.000000
3,1,22,13,14,0.000000,0.500000,0.500000,0.000000
3,4,26,16,0,0.000000,1.000000,1.000000,0.000000
4,48,10,27,9,0.000000,1.000000,1.000000,0.000000
