2,-1,9,0,-2,0.000000,70.000000,2.000000,0.000000
1,0,14,7,0,0.000000,1.000000,4.000000,0.000000
3,2,24,6,0,0.000000,1.000000,1.000000,0.000000
2,-1,9,7,4,0.000000,7.000000,1.000000,0.000000
2,-1,9,14,0,0.000000,1.000000,4.000000,0.000000
2,-1,9,15,0,0.000000,1.000000,3.000000,0.000000
2,-1,9,16,0,0.000000,1.000000,2.000000,0.000000
2,-1,9,17,0,0.000000,1.000000,1.000000,0.000000
3,0,20,21,0,0.000000,2.000000,3.000000,0.000000
4,10,12,80,1,0.000000,2.000000,3.000000,0.000000
4,10,13,80,1,0.000000,2.000000,3.000000,0.000000
4,10,13,80,1,0.000000,2.000000,3.000000,0.000000
4,10,12,80,1,0.000000,2.000000,3.000000,0.000000
4,10,12,80,1,0.000000,2.000000,3.000000,0.000000
4,10,13,80,1,0.000000,2.000000,3.000000,0.000000
4,10,13,80,1,0.000000,2.000000,3.000000,0.000000
4,10,12,80,1,0.000000,2.000000,3.000000,0.000000
4,10,13,80,1,0.000000,2.000000,3.000000,0.000000
4,10,12,80,1,0.000000,2.000000,3.000000,0.000000
4,10,13,80,1,0.000000,2.000000,3.000000,0.000000
4,10,12,80,1,0.000000,2.000000,3.000000,0.000000
4,10,13,80,1,0.000000,2.000000,3.000000,0.000000
4,10,12,80,1,0.000000,2.000000,3.000000,0.000000
4,10,13,80,1,0.000000,2.000000,3.000000,0.000000
4,10,12,80,1,0.000000,2.000000,3.000000,0.000000
4,0,13,80,1,0.000000,2.000000,3.000000,0.000000
4,0,13,80,1,0.000000,2.000000,3.000000,0.000000
4,0,12,80,1,0.000000,2.000000,3.000000,0.000000
4,0,13,80,1,0.000000,2.000000,3.000000,0.000000
4,0,12,80,1,0.000000,2.000000,3.000000,0.000000
4,0,13,80,1,0.000000,2.000000,3.000000,0.000000
4,0,12,80,1,0.000000,2.000000,3.000000,0.000000
4,0,13,80,1,0.000000,2.000000,3.000000,0.000000
4,0,12,80,1,0.000000,2.000000,3.000000,0.000000
4,0,13,80,1,0.000000,2.000000,3.000000,0.000000
4,0,12,80,1,0.000000,2.000000,3.000000,0.000000
4,0,13,80,1,0.000000,2.000000,3.000000,0.000000
4,0,12,80,1,0.000000,2.000000,3.000000,0.000000
4,0,13,80,1,0.000000,2.000000,3.000000,0.000000
4,0,12,80,1,0.000000,2.000000,3.000000,0.000000
4,0,13,80,1,0.000000,2.000000,3.000000,0.000000
4,0,12,80,1,0.000000,2.000000,3.000000,0.000000
4,0,13,80,1,0.000000,2.000000,3.000000,0.000000
4,0,12,80,1,0.000000,2.000000,3.000000,0.000000
4,0,13,80,1,0.000000,2.000000,3.000000,0.000000
4,0,12,76,0,0.000000,2.000000,3.000000,0.000000
4,0,13,82,0,0.000000,2.000000,3.000000,0.000000
2,-1,9,0,0,0.000000,1.000000,10.000000,0.000000
2,-1,9,25,0,0.000000,1.000000,10.000000,0.000000
2,-1,9,1,9,0.000000,24.000000,1.000000,0.000000
3,1,21,1,1,0.000000,0.500000,0.500000,0.000000
2,-1,9,6,2,0.000000,1.000000,3.000000,0.000000
2,-1,9,5,2,0.000000,1.000000,2.000000,0.000000
2,-1,9,4,2,0.000000,1.000000,1.000000,0.000000
2,-1,9,17,6,0.000000,1.000000,1.000000,0.000000
2,-1,9,16,5,0.000000,2.000000,1.000000,0.000000
3,2,24,1,0,0.000000,1.000000,1.000000,0.000000
3,1,22,16,6,0.000000,0.500000,0.500000,0.000000
3,1,23,11,5,0.000000,0.500000,0.500000,0.000000
3,4,29,8,5,0.000000,1.000000,1.000000,0.000000
3,4,26,2,1,0.000000,1.000000,1.000000,0.000000
0,-1,0,9,0,0.000000,1.000000,1.500000,0.000000
2,-1,9,17,7,0.000000,1.000000,1.000000,0.000000
